index	text	label
18	under a grievance settlement agreement, the cleveland indians baseball company owed 8 players backpay for wages due in 1986 and 14 players backpay for wages due in 1987. the company paid all of the back wages in 1994. no award recipient was a company employee in that year. the company also paid its share of employment taxes on the back wages according to 1994 tax rates and wage bases. the payments were subject to social security and medicare taxes under the federal insurance contributions act (fica) and taxes on wages to fund unemployment benefits under the federal unemployment tax act (futa). both tax rates and the amount of the wages subject to tax have risen over time. after the internal revenue service denied the company's claims for a refund of the payments, the company initiated suit in federal district court. the court, bound by precedent, ordered the government to refund fica and futa taxes. the court of appeals affirmed.	True
19	"o centro espirita benficiente uniao do vegetal (udv), a religious organization, brought suit in federal court to prevent the government from interfering with udv's use of hoasca, a substance used during religious ceremonies that contains a drug prohibited by the controlled substances act. udv argued that the religious freedom restoration act, which prohibits substantial imposition on religious practices in the absence of a compelling government interest, established their right to use hoasca.
the district court sided with udv and the tenth circuit court of appeals affirmed, finding that the government had not sufficiently proved the alleged health risks posed by hoasca and could not show a substantial risk that the drug would be abuse recreationally. in response to the attorney general's argument that prohibiting the drug was required by an international treaty, the court ruled that the government had failed to ""narrowly tailor"" its prohibition of the drug."	False
20	"plaintiffs filed two state-law tort actions in new hampshire state courts, alleging that one of them had contracted aids from a transfusion of contaminated blood during surgery. the second action was brought against the red cross after plaintiffs discovered that it had supplied the tainted blood. before the state court could decide a motion to consolidate the cases, the red cross invoked the federal removal statute, 28 u.s.c. section 1441, to remove the second suit to federal court. the district court rejected the plaintiffs' motion to remand the case to state court, holding that the red cross' charter provision allowing it to ""sue and be sued in courts of law and equity, state or federal, within the jurisdiction of the united states,"" 36 u.s.c. section 2, conferred original jurisdiction on the federal district court."	True
21	"sam ginsberg and his wife operated “sam’s stationary and luncheonette” in bellmore on long island in new york. they had a lunch counter that sold magazines, including some so-called “girlie” magazines. on october 18, 1965, a sixteen-year-old boy entered the store and purchased copies of “sir” and “mr. annual”; the purchase was instigated by the boy’s parents to lay the grounds for ginsberg’s prosecution. on october 26, 1965, ginsberg sold the same minor copies of “man to man” and “escapade” at the instigation of a police officer. all of the magazines in question contained pictures of nudes, and “escapade” and “mr. annual” contained verbal descriptions and narrative accounts of sexual excitement and sexual conduct.
section 484-h of new york’s penal law prohibited the sale to persons under seventeen years of age of 1) pictures of nudity or sexual conduct or 2) literature containing narrative accounts or sexual excitement, if these materials were “harmful to minors.” it defined “harmful to minors” as that quality of any description or representation of nudity, sexual conduct, sexual excitement, or sadomasochistic abuse that 1) predominantly appealed to the prurient, shameful or morbid interest of minors, 2) was patently offensive to prevailing standards in the adult community with respect to what was suitable material for minors, and 3) was utterly without redeeming social importance for minors.
ginsberg was tried before a judge without a jury in nassau county district court and was found guilty on two counts of violating section 484-h. the appellate term, second department of the new york supreme court affirmed his conviction."	False
22	to prevent gender discrimination, the pittsburgh commission on human relations (the commission) created an ordinance that forbids newspapers to advertise employment opportunities in gender-designated column. the national organization for women, inc. filed a complaint with the commission alleging that the pittsburgh press co. (pittsburg press) violated the ordinance by allowing employers to place advertisements in the male or female columns when the jobs advertised do not have occupational qualifications or exceptions. the commission had a hearing and concluded pittsburg press violated the ordinance. the pittsburg press appealed and contended the ordinance violates the first amendment by restricting its editorial judgment. the commonwealth court affirmed. 	False
23	an official investigation led to the discovery that high school athletes in the vernonia school district participated in illicit drug use. school officials were concerned that drug use increases the risk of sports-related injury. consequently, the vernonia school district of oregon adopted the student athlete drug policy which authorizes random urinalysis drug testing of its student athletes. james acton, a student, was denied participation in his school's football program when he and his parents refused to consent to the testing.	True
24	these are two consolidated cases involving the same respondents. william johnson and jonathan klosek (husband of julia klosek) were employed by nacirema operating company as longshoremen and albert avery was employed by old dominion stevedoring company. johnson and avery were injured and klosek was killed during separate accidents that occurred while on the dock unloading a ship. the deputy commissioners of the united states department of labor denied claims by the men and their families under the longshoremen’s and harbor worker’s compensation act (the act) because the injuries did not occur “upon the navigable waters of the united states” as required under the act. the district court upheld those decisions and the u.s. court of appeals for the fourth circuit reversed.	False
25	larry joe powers, a white male, was indicted on the charges of two counts of aggravated murder and one count of attempted aggravated murder. he pleaded not guilty, and invoked his right to a jury trial. during the jury selection process, powers objected when the prosecution excluded a black individual from the jury without explanation. the court denied the request for explanation. the prosecution struck nine more possible jurors, of which six were black. powers objected each time, but the court overruled his objection. the jury convicted powers on all charges. powers appealed his conviction and argued that the prosecution’s discriminatory selection of jurors violated the equal protection clause of the ohio constitution, and that his own race was irrelevant to the right to object. the ohio court of appeals affirmed his conviction and the supreme court of ohio dismissed the appeal. the petitioner sought review before the supreme court.	True
26	pro se petitioner donald h. brancato sought leave to proceed in forma pauperis in the u.s. supreme court under rule 39 with respect to a petition for certiorari. in june 1999, the court had invoked rule 39.8 to deny brancato in forma pauperis status with respect to a petition for certiorari. before the 39.8 denial, brancato had filed six petitions for certiorari. all seven of brancato's previous petitions were deemed frivolous by the court and denied without recorded dissent.	False
27	a minnesota law allowed taxpayers to deduct from their state income tax expenses incurred in providing tuition, textbooks, and transportation for their children's elementary or secondary school education. parents who sent their children to parochial school also qualified for the deductions.	False
28	"in the aftermath of the exxon valdez oil spill, the state of washington created the office of marine safety, which was directed to establish standards to provide the ""best achievable protection"" (bap) from oil spill damage. the agency promulgated tanker design, equipment, reporting, and operating requirements. the international association of independent tanker owners (intertanko), a trade association of tanker operators, filed suit against the state and local officials responsible for enforcing the bap regulations. intertanko argued that washington's bap standards had entered an area occupied by the federal government and imposed unique requirements in an area where national uniformity was mandated. further, intertanko argued that if every political subdivision were to promulgate such maritime regulations, the goal of national governments to develop effective international environmental and safety would be undermined. the district court upheld washington's regulations. thereafter, the federal government intervened on intertanko's behalf, contending that the district court's ruling failed to give sufficient weight to the substantial foreign affairs interests of the federal government. the court of appeals affirmed."	True
29	"the family and medical leave act of 1993 (fmla) guarantees qualifying employees 12 weeks of unpaid leave each year and encourages businesses to adopt more generous policies. in 1996, wolverine world wide, inc. granted tracy ragsdale 30 weeks of medical leave after she was diagnosed with hodgkin's disease. wolverine did not notify ragsdale that 12 weeks of the absence would count as her fmla leave. after ragsdale sought another 30-day extension, wolverine refused her request and terminated her when she did not return to work. ragsdale filed suit, alleging under labor department regulation 29 cfr section 825.700(a), which provides that if an employee takes medical leave ""and the employer does not designate the leave as fmla leave, the leave taken does not count against an employee's fmla entitlement,"" that wolverine was required to grant her 12 additional weeks of leave. the district court granted wolverine summary judgment, finding that the regulation was in conflict with the statute and invalid because it required wolverine to grant ragsdale more than 12 weeks of fmla-compliant leave in one year. the court of appeals affirmed."	False
30	gerald francis gault, fifteen years old, was taken into custody for allegedly making an obscene phone call. gault had previously been placed on probation. the police did not leave notice with gault's parents, who were at work, when the youth was arrested. after proceedings before a juvenile court judge, gault was committed to the state industrial school until he reached the age of 21.	True
31	"vickie lynn marshall (a.k.a. anna nicole smith) was involved in a dispute in texas probate court over the estate of her late husband, j. howard marshall. while the state-court proceedings were ongoing, ms. marshall filed for bankruptcy in federal court. e. pierce marshall, j. howard's son, filed a claim alleging that ms. marshall had defamed him, and she filed a counterclaim alleging that e. pierce had interfered with a gift she expected from her late husband's estate. the bankruptcy court ruled for ms. marshall and awarded her a large monetary award. later, the probate court found j. howard's will valid and ruled for his son. under the judicially-created ""probate exception"" to federal jurisdiction, federal courts do not interfere with state-court judgments concerning wills and estates. e. pierce marshall appealed the bankruptcy court decision (awarding ms. marshall a large monetary award) to federal district court, invoking the probate exception to argue that the court had no jurisdiction. the district court disagreed and ruled for ms. marshall, holding that since her claim did not require invalidating the will, the probate exception did not apply. the ninth circuit reversed, broadly interpreting the probate exception as covering any question that would normally be handled in probate court."	True
32	"the city of dallas, texas passed an ordinance regulating the ages of admitted patrons and the hours of operation for dance halls. charles m. stanglin, the owner of the twilight skating rink in dallas, in compliance with this ordinance, split his skate rink into two sections: one section for patrons ages 14-18 and the other for anyone who pays the cost of admission. stanglin sued the city to be able to un-divide the twilight skating rink and argued that the ordinance placing age restrictions on dance halls violated the first amendment right to freedom of association and the equal protection clause of the fourteenth amendment.
the district court held that the ordinance did not violate the first or fourteenth amendments and that the ordinance's purpose was to benefit the welfare of teenagers in dallas by limiting their exposure to illicit activities. the court of appeals of texas affirmed in part and reversed in part by holding that the ordinance did not violate the equal protections clause of the fourteenth amendment but that the ordinance unconstitutionally infringed on the first amendment right to freedom of association."	True
33	engineers james diehr and theodore lutton invented an improved press that cured rubber by controlled heating. the press contained a temperature probe which measured the temperature rise of the rubber from within the press. by repeatedly calculating the rubber cure time from this temperature measurement and comparing this computed cure time to the actual elapsed time, the computer was able to determine precisely when to open the press and eject the cured rubber, which then emerged perfectly cured. the patent examiner, viewing all computer programs as unpatentable because of the earlier supreme court decision gottschalk v. benson (1972), rejected their patent application because, he argued, the inventors had simply combined an unpatentable program with a conventional rubber curing press. an appellate court reversed the examiner and ordered a patent to issue. the commissioner of patents then petitioned successfully to have the supreme court review this decision. before the supreme court, the inventors' attorney argued that the steps of continuously measuring temperature and repeatedly recalculating the rubber cure time and comparing it to the elapsed time were new steps that were worthy of patent protection.	False
34	"ernest e. mandel was a belgian professional journalist and editor-in-chief of la guache, a belgian left socialist weekly publication. he described himself as a revolutionary marxist, advocating the economic, governmental, and international doctrines of world communism. previously, the united states twice allowed mandel to temporarily visit the united states -- once as a working journalist in 1962 and once as a lecturer in 1968. both times and without mandel’s knowledge, the state department found him ineligible, but the attorney general used his discretionary power under the immigration and nationality act of 1952 to admit mendel temporarily.
the graduate student association at stanford university invited mandel to the united states for six days to participate in a conference. on september 8, 1969, mandel applied to the american counsel in brussels for a nonimmigrant visa to enter the united states. other persons invited mandel to additional events, and mandel filed a second visa application in october detailing a more extensive itinerary. on october 23, the consul at brussels informed mandel that the state department -- headed by secretary of state william p. rogers -- refused his first application. the state department later recommended to attorney general richard g. kleindienst that mandel’s ineligibility be waived with respect to his october application. in a letter dated february 13, 1970, however, the immigration and naturalization service stated that mandel’s 1968 activities far exceeded the scope of that visa and concluded that the attorney general should not waive mandel’s ineligibility. mandel’s address to the conference was delivered by telephone.
mandel, along with various united states citizens who invited mandel to speaking engagements, sought declaratory and injunctive relief. a three-judge district court panel held in a 2-1 decision that citizens of the united states have a first amendment right to have mandel enter the country and to hear him speak. the court entered a declaratory judgment ruling that the portions of the statute delegating the waiver power to the attorney general were invalid as applied to mandel; it also enjoined rogers and kleindienst from denying mandel admission to the united states."	True
35	"michael williams was convicted in federal district court of ""pandering"" (promoting) child pornography. the protect act proscribes the pandering of ""any material or purported material in a manner that reflects the belief, or that is intended to cause another to believe"" that the material is illegal child pornography. the act represents congress's attempt to outlaw sexually explicit images of children - including both images of real children and computer-generated images of realistic virtual children. the supreme court struck down congress's previous effort as overbroad in ashcroft v. free speech council, because the law as written could have outlawed artwork that was neither obscene nor child pornography. williams argued that the protect act was similarly overbroad, but the district court held that the government can legitimately outlaw the pandering of material as child pornography, even if the material is not in fact child pornography.
the u.s. court of appeals for the eleventh circuit reversed the lower court and struck down the protect act as unconstitutionally overbroad. the eleventh circuit was unmoved by the government's argument that prosecuting the promotion of virtual child pornography as real is necessary to combat the child porn market. the circuit court held that the act's prohibition was broad enough to include any ""braggart, exaggerator, or outright liar"" who claims in a non-commercial context to have child pornography but actually does not. thus, the act's pandering provision prohibited protected speech as well as actual child pornography."	True
36	massachusetts enacted a law specifying consent requirements for unmarried minors seeking abortions. william baird, on behalf of an abortion counseling organization, parents aid society, filed a class action under the fourteenth amendment challenging the statute against state attorney general frances bellotti and all district attorneys within the state. baird argued that the statute created a parental veto. parental vetoes were ruled unconstitutional in planned parenthood of central missouri v. danforth. the federal district court struck down the law. bellotti appealed to the supreme court of the united states, contending that the district court should have abstained until a decision on the statute by the massachusetts supreme judicial court.	True
37	the commodity futures trading commission (the commission) filed a complaint against the chicago discount commodity brokers (cdcb), alleging violations of the commodity exchange act. cdcb was going through bankruptcy at the time and a trustee was appointed at a deposition related to the commission's lawsuit, gary weintraub, cdcb's former counsel, refused to answer certain questions, citing attorney-client privilege. the commission obtained a waiver of attorney-client privilege from the cdcb's bankruptcy trustee. the district court directed weintraub to answer the questions, but the u.s. court of appeals for the seventh circuit reversed, holding that a bankruptcy trustee does not have the power to waive attorney-client privilege for communications that occurred before the filing of the bankruptcy petition.	True
38	"unlike states, the commonwealth of puerto rico may not authorize its municipalities, including utilities, to declare bankruptcy and seek relief under chapter 9 of the u.s. bankruptcy code. in june 2014, puerto rico enacted the puerto rico public corporation debt enforcement and recovery act (recovery act), which expressly provided different protections for creditors than chapter 9 of the u.s. bankruptcy code.
the plaintiffs in this case are a group of investors who collectively hold nearly two billion dollars in bonds issued by one of puerto rico’s public utilities, the puerto rico electric power authority (prepa), which could potentially file for bankruptcy under the recovery act. the plaintiffs sued puerto rico in district court and argued that chapter 9 of the u.s. bankruptcy code, which prohibits state municipal debt restructuring laws from binding creditors without their consent, preempts the recovery act. the district court found in favor of the plaintiffs and enjoined the enforcement of the recovery act. the u.s. court of appeals for the first circuit affirmed."	False
39	"michael crawford stabbed a man he claimed tried to rape his wife. during crawford's trial, prosecutors played for the jury his wife's tape-recorded statement to the police describing the stabbing. the statement contradicted crawford's argument that he stabbed the man in defense of his wife. because it was pre-recorded, crawford could not cross-examine the statement. the jury convicted crawford for assault.
crawford claimed the playing of his wife's statement, with no chance for cross-examination, violated the sixth amendment guarantee that ""[i]n all criminal prosecutions, the accused shall enjoy the right...to be confronted with the witnesses against him."" the state supreme court upheld the conviction, relying on the u.s. supreme court's decision in ohio v. roberts (1980). that decision allowed the admission of out-of-court testimony against a defendant if that testimony was reliable."	True
40	"louisiana enacted the separate car act, which required separate railway cars for blacks and whites. in 1892, homer plessy – who was seven-eighths caucasian – agreed to participate in a test to challenge the act. he was solicited by the comite des citoyens (committee of citizens), a group of new orleans residents who sought to repeal the act. they asked plessy, who was technically black under louisiana law, to sit in a ""whites only"" car of a louisiana train. 
the railroad cooperated because it thought the act imposed unnecessary costs via the purchase of additional railroad cars. when plessy was told to vacate the whites-only car, he refused and was arrested. 
at trial, plessy’s lawyers argued that the separate car act violated the thirteenth and fourteenth amendments. the judge found that louisiana could enforce this law insofar as it affected railroads within its boundaries. plessy was convicted."	False
41	noel reyes mata, a citizen of mexico, was convicted of assaulting a woman he was dating; he was deported in 2010. his appeal to the board of immigration appeals (bia) was dismissed after his attorney failed to file an appellate brief. mata subsequently moved to reopen his case based on ineffective assistance of counsel, but the bia denied mata's motion as untimely because it was filed well after the 90 days allowed. mata appealed the bia's denial of his motion to the u.s. court of appeals for the fifth circuit and argued that the bia should not have enforced the filing period limitation because his attorney's failure to file a brief deprived him of his due process rights. the appellate court held that such a motion was subject to the complete discretion of the bia, and thus the appellate court lacked the jurisdiction to review the decision.	True
42	"glen milner, a member of an organization dedicated to raising community awareness about the dangers of navy training exercises near puget sound, sued the department of the navy in a washington federal district court under the freedom of information act (""foia"") to obtain the release of navy documents relating to the effects of explosions at several locations. the district court granted summary judgment in favor of the navy.
on appeal, the u.s. court of appeals for the ninth circuit affirmed, holding that documents relating to the effects of explosions constituted internal personnel rules and regulations of the agency which are subject to exemption from disclosure by the foia. the court reasoned that such documents are ""predominantly"" for internal agency use that present a risk, that if disclosed, would circumvent agency regulation."	True
43	"the texas constitution requires that the state legislature reapportion its senate districts during the first regular session after every federal census. after the 2010 census, the legislature created a redistricting plan that was signed into law. however, a three-judge panel of the federal district court found that there was a substantial claim that this redistricting plan violated the voting rights act and issued an interim plan for the 2012 primary elections that was subsequently adopted and signed into law.
plaintiffs sue evenwel and edward pfenniger are registered texas voters who sued and claimed that the interim plan that was adopted and signed into law violated the equal protection clause of the fourteenth amendment. they argued that the new districts do not adhere to the 'one person, one vote' principle, which the supreme court had previously held exists in the equal protection clause of the fourteenth amendment, because they were apportioned based on total population rather than registered voter population, and while the new districts are relatively equal in terms of total population, they vary wildly in relation to total voter population. the district court granted the defendants’ motion to dismiss and held that the plaintiffs failed to state a claim based on equal protection clause jurisprudence, which allows total population to be the basis for district apportionment. the supreme court noted probable jurisdiction on the appeal."	False
